# timestamp_format: EPOCH_MILLIS
# Created at: Mon Mar  9 21:09:34 2026
 
received_at,protocol,source,msg_type,raw_data
1773087007689,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,74.6,T,77.1,M,1.8,N,3.4,K*5F<0D><0A>"
1773087007689,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,17.9,C*1C<0D><0A>"
1773087007689,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,136.8,R,13.7,N,A*1A<0D><0A>"
1773087007689,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,136.8,R,13.7,N,A*1A<0D><0A>"
1773087008690,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201008.68,A,4004.4403,N,01500.8549,E,2.0,73.4,090326,2.5,W*73<0D><0A>"
1773087008690,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201008.68,4004.4403,N,01500.8549,E,1,10,1.9,10.0,M,0.0,M,,*66<0D><0A>"
1773087008690,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,13,16,9,17,5,1,24,11,28,10,,,1.1,1.6,1.6*01<0D><0A>"
1773087008690,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,10,13,86,265,25,16,45,104,46,9,78,321,22,17,24,324,38*49<0D><0A>"
1773087008690,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,10,5,86,137,47,1,61,341,46,24,71,266,48,11,12,53,47*4E<0D><0A>"
1773087008690,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,10,28,69,290,48,10,10,164,38*72<0D><0A>"
1773087008690,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,73.4,T,75.9,M,2.0,N,3.6,K,A*2F<0D><0A>"
1773087008690,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,73.4,,,2.5,W*07<0D><0A>"
1773087008690,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,73.4,T,75.9,M,2.0,N,3.6,K*59<0D><0A>"
1773087008690,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,17.9,C*1C<0D><0A>"
1773087008690,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,143.0,R,11.7,N,A*12<0D><0A>"
1773087008690,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,143.0,R,11.7,N,A*12<0D><0A>"
1773087010096,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201009.68,A,4004.4405,N,01500.8556,E,2.1,75.0,090326,2.5,W*79<0D><0A>"
1773087010096,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201009.68,4004.4405,N,01500.8556,E,1,09,1.0,10.0,M,0.0,M,,*6E<0D><0A>"
1773087010097,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,21,19,16,29,13,31,15,25,24,,,,1.4,0.6,2.0*31<0D><0A>"
1773087010097,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,9,21,30,229,23,19,31,135,24,16,19,36,43,29,69,219,41*77<0D><0A>"
1773087010097,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,9,13,1,88,35,31,49,19,32,15,61,114,40,25,38,1,44*7C<0D><0A>"
1773087010097,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,9,24,86,105,33*7C<0D><0A>"
1773087010097,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,75.0,T,77.5,M,2.1,N,3.8,K,A*2C<0D><0A>"
1773087010097,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,75.0,,,2.5,W*05<0D><0A>"
1773087010097,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,75.0,T,77.5,M,2.1,N,3.8,K*5A<0D><0A>"
1773087010097,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,17.9,C*1C<0D><0A>"
1773087010097,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,143.3,R,10.1,N,A*16<0D><0A>"
1773087010097,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,143.3,R,10.1,N,A*16<0D><0A>"
1773087010692,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201010.68,A,4004.4406,N,01500.8563,E,2.0,75.8,090326,2.5,W*7D<0D><0A>"
1773087010692,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201010.68,4004.4406,N,01500.8563,E,1,11,1.2,10.0,M,0.0,M,,*68<0D><0A>"
1773087010692,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,4,14,12,8,32,28,26,22,15,7,27,,1.4,1.1,2.0*06<0D><0A>"
1773087010692,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,11,4,58,44,28,14,29,285,35,12,54,117,47,8,57,9,23*4B<0D><0A>"
1773087010692,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,11,32,88,243,42,28,78,201,22,26,69,191,35,22,13,96,41*40<0D><0A>"
1773087010692,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,11,15,46,92,50,7,16,328,43,27,2,350,21*7D<0D><0A>"
1773087010692,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,75.8,T,78.3,M,2.0,N,3.7,K,A*23<0D><0A>"
1773087010692,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,75.8,,,2.5,W*0D<0D><0A>"
1773087010693,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,75.8,T,78.3,M,2.0,N,3.7,K*55<0D><0A>"
1773087010693,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,18.0,C*1A<0D><0A>"
1773087010693,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,158.1,R,9.9,N,A*2E<0D><0A>"
1773087010693,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,158.1,R,9.9,N,A*2E<0D><0A>"
1773087011693,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201011.69,A,4004.4408,N,01500.8570,E,1.8,76.9,090326,2.5,W*78<0D><0A>"
1773087011693,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201011.69,4004.4408,N,01500.8570,E,1,09,1.0,10.0,M,0.0,M,,*6F<0D><0A>"
1773087011693,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,21,12,3,25,5,32,26,20,13,,,,1.7,1.3,0.8*3A<0D><0A>"
1773087011693,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,9,21,1,124,37,12,10,7,23,3,53,36,44,25,41,33,38*4E<0D><0A>"
1773087011694,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,9,5,59,9,47,32,39,101,36,26,43,64,48,20,27,325,32*43<0D><0A>"
1773087011694,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,9,13,71,330,26*70<0D><0A>"
1773087011694,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,76.9,T,79.4,M,1.8,N,3.4,K,A*2F<0D><0A>"
1773087011694,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,76.9,,,2.5,W*0F<0D><0A>"
1773087011694,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,76.9,T,79.4,M,1.8,N,3.4,K*59<0D><0A>"
1773087011694,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,18.0,C*1A<0D><0A>"
1773087011694,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,141.8,R,9.5,N,A*23<0D><0A>"
1773087011694,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,141.8,R,9.5,N,A*23<0D><0A>"
1773087012695,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201012.69,A,4004.4409,N,01500.8577,E,1.7,75.8,090326,2.5,W*70<0D><0A>"
1773087012695,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201012.69,4004.4409,N,01500.8577,E,1,10,1.3,10.0,M,0.0,M,,*61<0D><0A>"
1773087012695,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,2,23,27,1,13,14,3,26,31,12,,,1.8,0.7,1.7*0C<0D><0A>"
1773087012695,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,10,2,77,307,40,23,53,76,45,27,82,200,45,1,71,37,47*73<0D><0A>"
1773087012695,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,10,13,90,39,21,14,17,121,31,3,52,9,45,26,18,115,47*7F<0D><0A>"
1773087012695,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,10,31,75,150,26,12,65,97,24*40<0D><0A>"
1773087012695,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,75.8,T,78.3,M,1.7,N,3.2,K,A*22<0D><0A>"
1773087012695,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,75.8,,,2.5,W*0D<0D><0A>"
1773087012695,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,75.8,T,78.3,M,1.7,N,3.2,K*54<0D><0A>"
1773087012695,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,18.1,C*1B<0D><0A>"
1773087012695,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,182.9,R,12.0,N,A*12<0D><0A>"
1773087012695,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,182.9,R,12.0,N,A*12<0D><0A>"
1773087013696,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201013.69,A,4004.4410,N,01500.8583,E,1.9,75.9,090326,2.5,W*7D<0D><0A>"
1773087013696,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201013.69,4004.4410,N,01500.8583,E,1,05,1.8,10.0,M,0.0,M,,*6C<0D><0A>"
1773087013696,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,10,1,31,7,18,,,,,,,,2.0,1.8,2.0*37<0D><0A>"
1773087013696,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,1,5,10,14,254,39,1,89,140,39,31,57,237,34,7,4,40,42*4D<0D><0A>"
1773087013696,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,2,5,18,70,241,37*71<0D><0A>"
1773087013696,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,75.9,T,78.4,M,1.9,N,3.5,K,A*2D<0D><0A>"
1773087013696,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,75.9,,,2.5,W*0C<0D><0A>"
1773087013696,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,75.9,T,78.4,M,1.9,N,3.5,K*5B<0D><0A>"
1773087013696,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,18.0,C*1A<0D><0A>"
1773087013696,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,149.7,R,12.1,N,A*1A<0D><0A>"
1773087013696,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,149.7,R,12.1,N,A*1A<0D><0A>"
1773087014697,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201014.69,A,4004.4411,N,01500.8590,E,1.7,76.8,090326,2.5,W*75<0D><0A>"
1773087014697,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201014.69,4004.4411,N,01500.8590,E,1,10,1.6,10.0,M,0.0,M,,*62<0D><0A>"
1773087014697,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,30,15,17,23,7,18,20,25,14,21,,,1.9,1.7,1.4*04<0D><0A>"
1773087014697,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,10,30,87,127,50,15,71,23,40,17,88,268,29,23,2,96,30*4E<0D><0A>"
1773087014697,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,10,7,11,143,30,18,5,54,33,20,82,104,50,25,50,353,44*49<0D><0A>"
1773087014697,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,10,14,21,68,26,21,18,167,44*4E<0D><0A>"
1773087014697,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,76.8,T,79.3,M,1.7,N,3.2,K,A*20<0D><0A>"
1773087014697,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,76.8,,,2.5,W*0E<0D><0A>"
1773087014697,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,76.8,T,79.3,M,1.7,N,3.2,K*56<0D><0A>"
1773087014697,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,18.0,C*1A<0D><0A>"
1773087014697,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,166.3,R,11.3,N,A*12<0D><0A>"
1773087014697,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,166.3,R,11.3,N,A*12<0D><0A>"
1773087015697,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201015.69,A,4004.4412,N,01500.8596,E,1.8,75.8,090326,2.5,W*7D<0D><0A>"
1773087015698,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201015.69,4004.4412,N,01500.8596,E,1,08,1.1,10.0,M,0.0,M,,*68<0D><0A>"
1773087015698,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,14,7,29,32,30,23,11,12,,,,,1.8,0.9,2.1*08<0D><0A>"
1773087015698,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,1,8,14,77,98,48,7,75,182,20,29,40,262,41,32,83,289,21*40<0D><0A>"
1773087015698,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,2,8,30,14,224,27,23,40,137,49,11,62,193,29,12,35,320,20*49<0D><0A>"
1773087015698,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,75.8,T,78.3,M,1.8,N,3.3,K,A*2C<0D><0A>"
1773087015698,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,75.8,,,2.5,W*0D<0D><0A>"
1773087015698,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,75.8,T,78.3,M,1.8,N,3.3,K*5A<0D><0A>"
1773087015698,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,18.0,C*1A<0D><0A>"
1773087015698,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,140.0,R,10.9,N,A*1E<0D><0A>"
1773087015698,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,140.0,R,10.9,N,A*1E<0D><0A>"
1773087016699,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201016.69,A,4004.4414,N,01500.8602,E,1.8,75.1,090326,2.5,W*7F<0D><0A>"
1773087016699,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201016.69,4004.4414,N,01500.8602,E,1,09,1.8,10.0,M,0.0,M,,*6B<0D><0A>"
1773087016699,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,19,27,29,32,5,13,2,25,31,,,,1.0,1.5,1.5*34<0D><0A>"
1773087016699,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,9,19,31,340,49,27,48,189,50,29,2,205,29,32,58,193,45*7D<0D><0A>"
1773087016699,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,9,5,81,229,40,13,70,325,43,2,70,23,27,25,83,197,34*73<0D><0A>"
1773087016699,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,9,31,21,297,40*79<0D><0A>"
1773087016699,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,75.1,T,77.6,M,1.8,N,3.3,K,A*2F<0D><0A>"
1773087016699,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,75.1,,,2.5,W*04<0D><0A>"
1773087016700,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,75.1,T,77.6,M,1.8,N,3.3,K*59<0D><0A>"
1773087016700,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,18.0,C*1A<0D><0A>"
1773087016700,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,137.9,R,9.0,N,A*26<0D><0A>"
1773087016700,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,137.9,R,9.0,N,A*26<0D><0A>"
1773087017701,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201017.69,A,4004.4415,N,01500.8608,E,1.9,74.4,090326,2.5,W*70<0D><0A>"
1773087017701,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201017.69,4004.4415,N,01500.8608,E,1,11,1.6,10.0,M,0.0,M,,*66<0D><0A>"
1773087017701,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,4,1,6,23,24,22,14,3,2,17,5,,1.6,1.7,0.9*39<0D><0A>"
1773087017701,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,11,4,7,126,50,1,67,151,45,6,27,183,26,23,28,217,44*7E<0D><0A>"
1773087017701,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,11,24,25,96,41,22,12,5,40,14,19,277,41,3,67,312,27*7C<0D><0A>"
1773087017701,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,11,2,47,7,34,17,54,210,25,5,22,335,24*4D<0D><0A>"
1773087017701,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,74.4,T,76.9,M,1.9,N,3.5,K,A*22<0D><0A>"
1773087017701,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,74.4,,,2.5,W*00<0D><0A>"
1773087017701,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,74.4,T,76.9,M,1.9,N,3.5,K*54<0D><0A>"
1773087017701,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,18.0,C*1A<0D><0A>"
1773087017701,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,147.6,R,11.6,N,A*11<0D><0A>"
1773087017701,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,147.6,R,11.6,N,A*11<0D><0A>"
1773087018702,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201018.69,A,4004.4416,N,01500.8615,E,1.8,74.6,090326,2.5,W*73<0D><0A>"
1773087018703,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201018.69,4004.4416,N,01500.8615,E,1,10,1.7,10.0,M,0.0,M,,*66<0D><0A>"
1773087018703,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,28,6,7,9,27,23,2,3,13,31,,,1.4,1.7,0.9*0F<0D><0A>"
1773087018703,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,10,28,54,43,45,6,13,140,21,7,35,15,50,9,75,332,21*4F<0D><0A>"
1773087018703,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,10,27,84,311,25,23,20,215,21,2,3,199,40,3,87,92,25*76<0D><0A>"
1773087018703,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,10,13,25,47,47,31,64,237,45*4A<0D><0A>"
1773087018703,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,74.6,T,77.1,M,1.8,N,3.4,K,A*29<0D><0A>"
1773087018703,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,74.6,,,2.5,W*02<0D><0A>"
1773087018703,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,74.6,T,77.1,M,1.8,N,3.4,K*5F<0D><0A>"
1773087018703,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,18.0,C*1A<0D><0A>"
1773087018703,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,142.8,R,11.7,N,A*1B<0D><0A>"
1773087018703,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,142.8,R,11.7,N,A*1B<0D><0A>"
1773087019702,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201019.70,A,4004.4418,N,01500.8621,E,1.9,75.5,090326,2.5,W*70<0D><0A>"
1773087019702,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201019.70,4004.4418,N,01500.8621,E,1,12,1.9,10.0,M,0.0,M,,*6A<0D><0A>"
1773087019702,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,20,3,2,31,6,10,17,28,16,30,18,7,1.5,0.9,0.9*36<0D><0A>"
1773087019703,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,12,20,58,192,44,3,70,353,21,2,43,192,30,31,24,160,39*7A<0D><0A>"
1773087019703,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,12,6,90,108,20,10,89,335,35,17,5,74,35,28,42,209,38*46<0D><0A>"
1773087019703,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,12,16,31,113,48,30,30,177,21,18,21,163,20,7,5,204,30*79<0D><0A>"
1773087019703,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,75.5,T,78.0,M,1.9,N,3.5,K,A*25<0D><0A>"
1773087019703,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,75.5,,,2.5,W*00<0D><0A>"
1773087019703,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,75.5,T,78.0,M,1.9,N,3.5,K*53<0D><0A>"
1773087019703,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,18.0,C*1A<0D><0A>"
1773087019703,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,164.0,R,10.5,N,A*14<0D><0A>"
1773087019703,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,164.0,R,10.5,N,A*14<0D><0A>"
1773087020705,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201020.70,A,4004.4419,N,01500.8628,E,1.7,77.2,090326,2.5,W*79<0D><0A>"
1773087020705,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201020.70,4004.4419,N,01500.8628,E,1,12,1.9,10.0,M,0.0,M,,*68<0D><0A>"
1773087020705,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,31,15,26,12,13,14,19,17,18,29,16,2,1.4,1.2,2.4*0D<0D><0A>"
1773087020705,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,1,12,31,61,79,28,15,59,103,40,26,26,182,45,12,83,40,36*74<0D><0A>"
1773087020705,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,2,12,13,54,209,26,14,80,338,41,19,68,49,35,17,24,52,44*7D<0D><0A>"
1773087020705,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,3,3,12,18,80,86,21,29,86,50,37,16,21,54,38,2,45,92,29*4F<0D><0A>"
1773087020705,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,77.2,T,79.7,M,1.7,N,3.1,K,A*2C<0D><0A>"
1773087020705,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,77.2,,,2.5,W*05<0D><0A>"
1773087020705,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,77.2,T,79.7,M,1.7,N,3.1,K*5A<0D><0A>"
1773087020705,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,18.0,C*1A<0D><0A>"
1773087020705,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,171.7,R,10.3,N,A*11<0D><0A>"
1773087020706,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,171.7,R,10.3,N,A*11<0D><0A>"
1773087021704,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201021.70,A,4004.4420,N,01500.8634,E,1.9,76.5,090326,2.5,W*77<0D><0A>"
1773087021705,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201021.70,4004.4420,N,01500.8634,E,1,05,1.9,10.0,M,0.0,M,,*68<0D><0A>"
1773087021705,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,28,20,6,8,30,,,,,,,,1.2,2.0,1.9*3E<0D><0A>"
1773087021705,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,1,5,28,58,247,32,20,80,218,20,6,24,141,20,8,75,220,35*41<0D><0A>"
1773087021705,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,2,5,30,58,142,21*76<0D><0A>"
1773087021705,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,76.5,T,79.0,M,1.9,N,3.4,K,A*26<0D><0A>"
1773087021705,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,76.5,,,2.5,W*03<0D><0A>"
1773087021705,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,76.5,T,79.0,M,1.9,N,3.4,K*50<0D><0A>"
1773087021705,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,17.9,C*1C<0D><0A>"
1773087021705,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,159.3,R,11.6,N,A*1B<0D><0A>"
1773087021705,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,159.3,R,11.6,N,A*1B<0D><0A>"
1773087022706,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201022.70,A,4004.4421,N,01500.8640,E,2.0,76.1,090326,2.5,W*78<0D><0A>"
1773087022706,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201022.70,4004.4421,N,01500.8640,E,1,07,1.9,10.0,M,0.0,M,,*6B<0D><0A>"
1773087022706,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,19,9,12,26,22,20,15,,,,,,2.1,1.7,2.0*05<0D><0A>"
1773087022706,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,1,7,19,11,68,32,9,89,171,25,12,16,207,24,26,27,175,29*4C<0D><0A>"
1773087022706,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,2,7,22,62,347,39,20,9,270,22,15,15,291,26*40<0D><0A>"
1773087022706,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,76.1,T,78.6,M,2.0,N,3.6,K,A*2D<0D><0A>"
1773087022706,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,76.1,,,2.5,W*07<0D><0A>"
1773087022706,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,76.1,T,78.6,M,2.0,N,3.6,K*5B<0D><0A>"
1773087022706,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,17.9,C*1C<0D><0A>"
1773087022706,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,158.4,R,10.8,N,A*12<0D><0A>"
1773087022706,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,158.4,R,10.8,N,A*12<0D><0A>"
1773087023707,NMEA0183,UDP:localhost:10110,GPALL,"$GPRMC,201023.70,A,4004.4422,N,01500.8647,E,1.9,74.7,090326,2.5,W*73<0D><0A>"
1773087023707,NMEA0183,UDP:localhost:10110,GPALL,"$GPGGA,201023.70,4004.4422,N,01500.8647,E,1,08,1.1,10.0,M,0.0,M,,*69<0D><0A>"
1773087023707,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSA,A,3,1,20,28,17,13,11,24,15,,,,,2.1,1.4,1.8*02<0D><0A>"
1773087023707,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,1,8,1,79,100,30,20,45,346,38,28,80,99,36,17,23,293,37*4A<0D><0A>"
1773087023707,NMEA0183,UDP:localhost:10110,GPALL,"$GPGSV,2,2,8,13,80,15,35,11,46,237,37,24,22,335,50,15,4,43,25*7F<0D><0A>"
1773087023707,NMEA0183,UDP:localhost:10110,GPALL,"$GPVTG,74.7,T,77.2,M,1.9,N,3.6,K,A*28<0D><0A>"
1773087023707,NMEA0183,UDP:localhost:10110,IIALL,"$IIHDG,74.7,,,2.5,W*03<0D><0A>"
1773087023707,NMEA0183,UDP:localhost:10110,VHALL,"$VHW,74.7,T,77.2,M,1.9,N,3.6,K*5E<0D><0A>"
1773087023707,NMEA0183,UDP:localhost:10110,MTALL,"$MTW,18.0,C*1A<0D><0A>"
1773087023708,NMEA0183,UDP:localhost:10110,WIALL,"$WIMWV,146.7,R,11.0,N,A*17<0D><0A>"
